	offermade	qty	names	selling_items	buying_items	selling_items_quantity	buying_items_quantity
625	2018-01-14 08:16:08	1	BIFpop	['2793']	['9011']	['×4']	['×1']
626	2018-01-14 08:15:40	2	ZXsiLenTXz	['2793']	['2591']	['×1']	['×8']
627	2018-01-14 08:15:31	1	Playerrras	['8339']	['2793']	['×1']	['×3']
628	2018-01-14 08:14:02	1	Raulochoa	['2793', '2990']	['29829']	['×3', '×1']	['×1']
629	2018-01-14 08:14:02	1	Raulochoa	['8618']	['2793']	['×1']	['×1']
630	2018-01-14 08:13:33	2	MarioGold	['2793']	['2592', '2636']	['×1']	['×6', '×1']
631	2018-01-14 08:13:31	1	IGetDaBag	['3152']	['2818']	['×1']	['×1']
632	2018-01-14 08:13:31	1	IGetDaBag	['2613']	['2612']	['×1']	['×1']
633	2018-01-14 08:13:31	1	IGetDaBag	['9069']	['2612']	['×1']	['×2']
634	2018-01-14 08:13:31	1	IGetDaBag	['2592']	['2612']	['×1']	['×2']
635	2018-01-14 08:13:31	1	IGetDaBag	['2591']	['2612']	['×1']	['×2']
636	2018-01-14 08:13:10	1	Voldemort	['2990']	['2793']	['×1']	['×7']
637	2018-01-14 08:12:56	1	Bafad	['2857']	['2854']	['×1']	['×1']
638	2018-01-14 08:12:56	1	Bafad	['2981']	['2793']	['×2']	['×1']
639	2018-01-14 08:12:56	1	Bafad	['2793']	['2854']	['×3']	['×1']
640	2018-01-14 08:12:56	1	Bafad	['2812']	['2794', '2793']	['×2']	['×1', '×1']
641	2018-01-14 08:12:56	1	Bafad	['2812']	['2793']	['×1']	['×1']
642	2018-01-14 08:12:56	4	Bafad	['8334']	['2794']	['×1']	['×2']
643	2018-01-14 08:12:56	1	Bafad	['8341']	['2793']	['×2']	['×1']
644	2018-01-14 08:12:56	1	Bafad	['8338']	['2794', '2793']	['×1']	['×1', '×1']
645	2018-01-14 08:12:56	3	Bafad	['8346']	['2793']	['×1']	['×1']
646	2018-01-14 08:12:56	1	Bafad	['3152']	['2793']	['×3']	['×1']
647	2018-01-14 08:12:15	1	Parcheesi	['9019']	['2793']	['×1']	['×2']
648	2018-01-14 08:22:53	1	Critles	['8608']	['2793']	['×1']	['×7']
649	2018-01-14 08:22:39	1	FakiDied	['2990']	['8608']	['×1']	['×1']
650	2018-01-14 08:22:39	1	FakiDied	['2990']	['2793']	['×1']	['×7']
651	2018-01-14 08:22:31	1	Lsothea	['1826']	['2591']	['×1']	['×2']
652	2018-01-14 08:22:31	1	Lsothea	['2591']	['2704']	['×3']	['×1']
653	2018-01-14 08:22:31	1	Lsothea	['2696']	['2741']	['×1']	['×1']
654	2018-01-14 08:22:19	1	Pikachutim	['2866']	['2592']	['×1']	['×1']
655	2018-01-14 08:22:19	1	Pikachutim	['2700']	['2592']	['×1']	['×1']
656	2018-01-14 08:22:11	1	Flattered	['2793', '2827']	['9015']	['×2', '×2']	['×1']
657	2018-01-14 08:22:02	1	QuigQuig	['2793']	['9063']	['×6']	['×1']
658	2018-01-14 08:22:02	1	QuigQuig	['2793']	['9060']	['×6']	['×1']
659	2018-01-14 08:21:28	1	Deklum	['2793', '29826']	['29823']	['×1', '×1']	['×1']
660	2018-01-14 08:21:28	1	Deklum	['2827']	['2793']	['×1']	['×2']
661	2018-01-14 08:21:28	1	Deklum	['2815']	['2793']	['×1']	['×1']
662	2018-01-14 08:21:28	1	Deklum	['2981']	['2793']	['×1']	['×1']
663	2018-01-14 08:21:28	1	Deklum	['2812']	['2793']	['×1']	['×1']
664	2018-01-14 08:21:28	1	Deklum	['8341']	['2794']	['×1']	['×1']
665	2018-01-14 08:21:28	1	Deklum	['8340']	['2793']	['×1']	['×4']
666	2018-01-14 08:21:28	1	Deklum	['8335']	['8345']	['×1']	['×1']
667	2018-01-14 08:21:18	1	Shiffer	['2793']	['29819']	['×6']	['×1']
668	2018-01-14 08:21:05	1	LHung	['2593']	['2793']	['×8']	['×1']
669	2018-01-14 08:21:05	1	LHung	['2592']	['2793']	['×6']	['×1']
670	2018-01-14 08:19:53	1	Wooph	['2815']	['2793']	['×1']	['×1']
671	2018-01-14 08:19:53	1	Wooph	['9084']	['2592']	['×1']	['×1']
672	2018-01-14 08:19:53	1	Wooph	['2742']	['2592']	['×1']	['×1']
673	2018-01-14 08:19:53	1	Wooph	['2735']	['2592']	['×1']	['×1']
674	2018-01-14 08:19:53	1	Wooph	['2631']	['2592']	['×1']	['×2']
675	2018-01-14 08:19:53	1	Wooph	['2698']	['2592']	['×1']	['×2']
676	2018-01-14 08:19:53	1	Wooph	['2806']	['2793']	['×1']	['×1']
677	2018-01-14 08:19:53	2	Wooph	['9086']	['2592']	['×1']	['×1']
678	2018-01-14 08:19:41	3	NoobyBooty	['2809']	['2794']	['×1']	['×1']
679	2018-01-14 08:18:55	1	Piyanist	['2990']	['2793']	['×1']	['×7']
680	2018-01-14 08:18:55	1	Piyanist	['2857']	['2793']	['×1']	['×2']
681	2018-01-14 08:18:54	1	Masterforu	['2793']	['2815', '2809']	['×1']	['×1', '×1']
682	2018-01-14 08:18:54	1	Masterforu	['2793']	['2824', '2821']	['×1']	['×1', '×1']
683	2018-01-14 08:18:16	1	Reveszl	['2667']	['2592']	['×1']	['×1']
684	2018-01-14 08:18:01	1	Kageboshi	['2793']	['9052']	['×6']	['×1']
685	2018-01-14 08:18:01	1	Kageboshi	['2793']	['8863']	['×3']	['×1']
686	2018-01-14 08:18:01	1	Kageboshi	['2793']	['8608']	['×6']	['×1']
687	2018-01-14 08:18:01	1	Kageboshi	['29826']	['9063', '9052']	['×8']	['×2', '×2']
688	2018-01-14 08:18:01	1	Kageboshi	['8608']	['2793']	['×1']	['×8']
689	2018-01-14 08:18:01	1	Kageboshi	['2990']	['2793']	['×1']	['×8']
690	2018-01-14 08:18:01	1	Kageboshi	['2736']	['2990']	['×1']	['×2']
691	2018-01-14 08:18:01	1	Kageboshi	['8609']	['2793']	['×1']	['×2']
692	2018-01-14 08:18:01	1	Kageboshi	['2793']	['8335']	['×2']	['×1']
693	2018-01-14 08:18:01	1	Kageboshi	['2793']	['2857']	['×2']	['×1']
694	2018-01-14 08:17:18	1	TWittySeal	['2815']	['2793']	['×1']	['×1']
695	2018-01-14 08:17:18	1	TWittySeal	['2709']	['2612']	['×1']	['×1']
696	2018-01-14 08:17:18	1	TWittySeal	['2631']	['2592']	['×1']	['×1']
697	2018-01-14 08:17:18	1	TWittySeal	['9085']	['2592']	['×1']	['×1']
698	2018-01-14 08:17:18	1	TWittySeal	['2698']	['2592']	['×1']	['×1']
699	2018-01-14 08:17:18	1	TWittySeal	['3857']	['2592']	['×1']	['×1']
700	2018-01-14 08:17:18	1	TWittySeal	['2722']	['2592']	['×1']	['×1']
701	2018-01-14 08:17:18	1	TWittySeal	['9084']	['2592']	['×1']	['×1']
702	2018-01-14 08:17:18	1	TWittySeal	['2707']	['2592']	['×1']	['×2']
703	2018-01-14 08:17:18	1	TWittySeal	['2706']	['2592']	['×1']	['×1']
704	2018-01-14 08:17:18	1	TWittySeal	['9086']	['2592']	['×1']	['×1']
705	2018-01-14 08:16:48	1	Nezza	['2990']	['2793', '9060']	['×1']	['×2', '×1']
706	2018-01-14 08:16:48	1	Nezza	['2990']	['2985']	['×1']	['×3']
707	2018-01-14 08:16:48	1	Nezza	['2990']	['8617', '2985']	['×1']	['×1', '×1']
708	2018-01-14 08:16:48	1	Nezza	['9052']	['8617', '2985']	['×1']	['×1', '×1']
709	2018-01-14 08:16:48	1	Nezza	['2990']	['2793', '9063']	['×1']	['×2', '×1']
710	2018-01-14 08:16:48	1	Nezza	['2794']	['3250']	['×1']	['×1']
711	2018-01-14 08:16:48	1	Nezza	['9052']	['2985']	['×1']	['×2']
712	2018-01-14 08:16:48	1	Nezza	['2985']	['9063']	['×1']	['×1']
713	2018-01-14 08:16:48	1	Nezza	['2985']	['9060']	['×1']	['×1']
714	2018-01-14 08:16:48	1	Nezza	['2985']	['9052']	['×1']	['×1']
715	2018-01-14 08:16:48	1	Nezza	['9060']	['2793', '2990']	['×1']	['×1', '×1']
716	2018-01-14 08:16:48	1	Nezza	['9060']	['2793', '9052']	['×1']	['×1', '×1']
717	2018-01-14 08:16:48	1	Nezza	['9060']	['2985']	['×1']	['×2']
718	2018-01-14 08:16:48	1	Nezza	['9052']	['2793', '2990']	['×1']	['×2', '×1']
719	2018-01-14 08:16:42	6	SparkyMKII	['2592']	['2613']	['×1']	['×2']
720	2018-01-14 08:16:18	1	SpeedyVW	['3312']	['2793']	['×1']	['×1']
721	2018-01-14 08:16:18	1	SpeedyVW	['2593']	['2592']	['×16']	['×7']
722	2018-01-14 08:16:18	1	SpeedyVW	['3170']	['2793']	['×1']	['×2']
723	2018-01-14 08:16:18	2	SpeedyVW	['3118']	['2793']	['×1']	['×1']
724	2018-01-14 08:16:18	1	SpeedyVW	['8852']	['2793']	['×1']	['×1']
725	2018-01-14 08:16:08	1	BIFpop	['2793']	['9011']	['×4']	['×1']
726	2018-01-14 08:15:40	2	ZXsiLenTXz	['2793']	['2591']	['×1']	['×8']
727	2018-01-14 08:15:31	1	Playerrras	['8339']	['2793']	['×1']	['×3']
728	2018-01-14 08:14:02	1	Raulochoa	['2793', '2990']	['29829']	['×3', '×1']	['×1']
729	2018-01-14 08:14:02	1	Raulochoa	['8618']	['2793']	['×1']	['×1']
730	2018-01-14 08:13:33	2	MarioGold	['2793']	['2592', '2636']	['×1']	['×6', '×1']
731	2018-01-14 08:13:31	1	IGetDaBag	['3152']	['2818']	['×1']	['×1']
732	2018-01-14 08:13:31	1	IGetDaBag	['2613']	['2612']	['×1']	['×1']
733	2018-01-14 08:13:31	1	IGetDaBag	['9069']	['2612']	['×1']	['×2']
734	2018-01-14 08:13:31	1	IGetDaBag	['2592']	['2612']	['×1']	['×2']
735	2018-01-14 08:13:31	1	IGetDaBag	['2591']	['2612']	['×1']	['×2']
736	2018-01-14 08:13:10	1	Voldemort	['2990']	['2793']	['×1']	['×7']
737	2018-01-14 08:12:56	1	Bafad	['2857']	['2854']	['×1']	['×1']
738	2018-01-14 08:12:56	1	Bafad	['2981']	['2793']	['×2']	['×1']
739	2018-01-14 08:12:56	1	Bafad	['2793']	['2854']	['×3']	['×1']
740	2018-01-14 08:12:56	1	Bafad	['2812']	['2794', '2793']	['×2']	['×1', '×1']
741	2018-01-14 08:12:56	1	Bafad	['2812']	['2793']	['×1']	['×1']
742	2018-01-14 08:12:56	4	Bafad	['8334']	['2794']	['×1']	['×2']
743	2018-01-14 08:12:56	1	Bafad	['8341']	['2793']	['×2']	['×1']
744	2018-01-14 08:12:56	1	Bafad	['8338']	['2794', '2793']	['×1']	['×1', '×1']
745	2018-01-14 08:12:56	3	Bafad	['8346']	['2793']	['×1']	['×1']
746	2018-01-14 08:12:56	1	Bafad	['3152']	['2793']	['×3']	['×1']
747	2018-01-14 08:12:15	1	Parcheesi	['9019']	['2793']	['×1']	['×2']
748	2018-01-14 08:22:53	1	Critles	['8608']	['2793']	['×1']	['×7']
749	2018-01-14 08:22:39	1	FakiDied	['2990']	['8608']	['×1']	['×1']
750	2018-01-14 08:22:39	1	FakiDied	['2990']	['2793']	['×1']	['×7']
751	2018-01-14 08:22:31	1	Lsothea	['1826']	['2591']	['×1']	['×2']
752	2018-01-14 08:22:31	1	Lsothea	['2591']	['2704']	['×3']	['×1']
753	2018-01-14 08:22:31	1	Lsothea	['2696']	['2741']	['×1']	['×1']
754	2018-01-14 08:22:19	1	Pikachutim	['2866']	['2592']	['×1']	['×1']
755	2018-01-14 08:22:19	1	Pikachutim	['2700']	['2592']	['×1']	['×1']
756	2018-01-14 08:22:11	1	Flattered	['2793', '2827']	['9015']	['×2', '×2']	['×1']
757	2018-01-14 08:22:02	1	QuigQuig	['2793']	['9063']	['×6']	['×1']
758	2018-01-14 08:22:02	1	QuigQuig	['2793']	['9060']	['×6']	['×1']
759	2018-01-14 08:21:28	1	Deklum	['2793', '29826']	['29823']	['×1', '×1']	['×1']
760	2018-01-14 08:21:28	1	Deklum	['2827']	['2793']	['×1']	['×2']
761	2018-01-14 08:21:28	1	Deklum	['2815']	['2793']	['×1']	['×1']
762	2018-01-14 08:21:28	1	Deklum	['2981']	['2793']	['×1']	['×1']
763	2018-01-14 08:21:28	1	Deklum	['2812']	['2793']	['×1']	['×1']
764	2018-01-14 08:21:28	1	Deklum	['8341']	['2794']	['×1']	['×1']
765	2018-01-14 08:21:28	1	Deklum	['8340']	['2793']	['×1']	['×4']
766	2018-01-14 08:21:28	1	Deklum	['8335']	['8345']	['×1']	['×1']
767	2018-01-14 08:21:18	1	Shiffer	['2793']	['29819']	['×6']	['×1']
768	2018-01-14 08:21:05	1	LHung	['2593']	['2793']	['×8']	['×1']
769	2018-01-14 08:21:05	1	LHung	['2592']	['2793']	['×6']	['×1']
770	2018-01-14 08:19:53	1	Wooph	['2815']	['2793']	['×1']	['×1']
771	2018-01-14 08:19:53	1	Wooph	['9084']	['2592']	['×1']	['×1']
772	2018-01-14 08:19:53	1	Wooph	['2742']	['2592']	['×1']	['×1']
773	2018-01-14 08:19:53	1	Wooph	['2735']	['2592']	['×1']	['×1']
774	2018-01-14 08:19:53	1	Wooph	['2631']	['2592']	['×1']	['×2']
775	2018-01-14 08:19:53	1	Wooph	['2698']	['2592']	['×1']	['×2']
776	2018-01-14 08:19:53	1	Wooph	['2806']	['2793']	['×1']	['×1']
777	2018-01-14 08:19:53	2	Wooph	['9086']	['2592']	['×1']	['×1']
778	2018-01-14 08:19:41	3	NoobyBooty	['2809']	['2794']	['×1']	['×1']
779	2018-01-14 08:18:55	1	Piyanist	['2990']	['2793']	['×1']	['×7']
780	2018-01-14 08:18:55	1	Piyanist	['2857']	['2793']	['×1']	['×2']
781	2018-01-14 08:18:54	1	Masterforu	['2793']	['2815', '2809']	['×1']	['×1', '×1']
782	2018-01-14 08:18:54	1	Masterforu	['2793']	['2824', '2821']	['×1']	['×1', '×1']
783	2018-01-14 08:18:16	1	Reveszl	['2667']	['2592']	['×1']	['×1']
784	2018-01-14 08:18:01	1	Kageboshi	['2793']	['9052']	['×6']	['×1']
785	2018-01-14 08:18:01	1	Kageboshi	['2793']	['8863']	['×3']	['×1']
786	2018-01-14 08:18:01	1	Kageboshi	['2793']	['8608']	['×6']	['×1']
787	2018-01-14 08:18:01	1	Kageboshi	['29826']	['9063', '9052']	['×8']	['×2', '×2']
788	2018-01-14 08:18:01	1	Kageboshi	['8608']	['2793']	['×1']	['×8']
789	2018-01-14 08:18:01	1	Kageboshi	['2990']	['2793']	['×1']	['×8']
790	2018-01-14 08:18:01	1	Kageboshi	['2736']	['2990']	['×1']	['×2']
791	2018-01-14 08:18:01	1	Kageboshi	['8609']	['2793']	['×1']	['×2']
792	2018-01-14 08:18:01	1	Kageboshi	['2793']	['8335']	['×2']	['×1']
793	2018-01-14 08:18:01	1	Kageboshi	['2793']	['2857']	['×2']	['×1']
794	2018-01-14 08:17:18	1	TWittySeal	['2815']	['2793']	['×1']	['×1']
795	2018-01-14 08:17:18	1	TWittySeal	['2709']	['2612']	['×1']	['×1']
796	2018-01-14 08:17:18	1	TWittySeal	['2631']	['2592']	['×1']	['×1']
797	2018-01-14 08:17:18	1	TWittySeal	['9085']	['2592']	['×1']	['×1']
798	2018-01-14 08:17:18	1	TWittySeal	['2698']	['2592']	['×1']	['×1']
799	2018-01-14 08:17:18	1	TWittySeal	['3857']	['2592']	['×1']	['×1']
800	2018-01-14 08:17:18	1	TWittySeal	['2722']	['2592']	['×1']	['×1']
801	2018-01-14 08:17:18	1	TWittySeal	['9084']	['2592']	['×1']	['×1']
802	2018-01-14 08:17:18	1	TWittySeal	['2707']	['2592']	['×1']	['×2']
803	2018-01-14 08:17:18	1	TWittySeal	['2706']	['2592']	['×1']	['×1']
804	2018-01-14 08:17:18	1	TWittySeal	['9086']	['2592']	['×1']	['×1']
805	2018-01-14 08:16:48	1	Nezza	['2990']	['2793', '9060']	['×1']	['×2', '×1']
806	2018-01-14 08:16:48	1	Nezza	['2990']	['2985']	['×1']	['×3']
807	2018-01-14 08:16:48	1	Nezza	['2990']	['8617', '2985']	['×1']	['×1', '×1']
808	2018-01-14 08:16:48	1	Nezza	['9052']	['8617', '2985']	['×1']	['×1', '×1']
809	2018-01-14 08:16:48	1	Nezza	['2990']	['2793', '9063']	['×1']	['×2', '×1']
810	2018-01-14 08:16:48	1	Nezza	['2794']	['3250']	['×1']	['×1']
811	2018-01-14 08:16:48	1	Nezza	['9052']	['2985']	['×1']	['×2']
812	2018-01-14 08:16:48	1	Nezza	['2985']	['9063']	['×1']	['×1']
813	2018-01-14 08:16:48	1	Nezza	['2985']	['9060']	['×1']	['×1']
814	2018-01-14 08:16:48	1	Nezza	['2985']	['9052']	['×1']	['×1']
815	2018-01-14 08:16:48	1	Nezza	['9060']	['2793', '2990']	['×1']	['×1', '×1']
816	2018-01-14 08:16:48	1	Nezza	['9060']	['2793', '9052']	['×1']	['×1', '×1']
817	2018-01-14 08:16:48	1	Nezza	['9060']	['2985']	['×1']	['×2']
818	2018-01-14 08:16:48	1	Nezza	['9052']	['2793', '2990']	['×1']	['×2', '×1']
819	2018-01-14 08:16:42	6	SparkyMKII	['2592']	['2613']	['×1']	['×2']
820	2018-01-14 08:16:18	1	SpeedyVW	['3312']	['2793']	['×1']	['×1']
821	2018-01-14 08:16:18	1	SpeedyVW	['2593']	['2592']	['×16']	['×7']
822	2018-01-14 08:16:18	1	SpeedyVW	['3170']	['2793']	['×1']	['×2']
823	2018-01-14 08:16:18	2	SpeedyVW	['3118']	['2793']	['×1']	['×1']
824	2018-01-14 08:16:18	1	SpeedyVW	['8852']	['2793']	['×1']	['×1']
825	2018-01-14 08:16:08	1	BIFpop	['2793']	['9011']	['×4']	['×1']
826	2018-01-14 08:15:40	2	ZXsiLenTXz	['2793']	['2591']	['×1']	['×8']
827	2018-01-14 08:15:31	1	Playerrras	['8339']	['2793']	['×1']	['×3']
828	2018-01-14 08:14:02	1	Raulochoa	['2793', '2990']	['29829']	['×3', '×1']	['×1']
829	2018-01-14 08:14:02	1	Raulochoa	['8618']	['2793']	['×1']	['×1']
830	2018-01-14 08:13:33	2	MarioGold	['2793']	['2592', '2636']	['×1']	['×6', '×1']
831	2018-01-14 08:13:31	1	IGetDaBag	['3152']	['2818']	['×1']	['×1']
832	2018-01-14 08:13:31	1	IGetDaBag	['2613']	['2612']	['×1']	['×1']
833	2018-01-14 08:13:31	1	IGetDaBag	['9069']	['2612']	['×1']	['×2']
834	2018-01-14 08:13:31	1	IGetDaBag	['2592']	['2612']	['×1']	['×2']
835	2018-01-14 08:13:31	1	IGetDaBag	['2591']	['2612']	['×1']	['×2']
836	2018-01-14 08:13:10	1	Voldemort	['2990']	['2793']	['×1']	['×7']
837	2018-01-14 08:12:56	1	Bafad	['2857']	['2854']	['×1']	['×1']
838	2018-01-14 08:12:56	1	Bafad	['2981']	['2793']	['×2']	['×1']
839	2018-01-14 08:12:56	1	Bafad	['2793']	['2854']	['×3']	['×1']
840	2018-01-14 08:12:56	1	Bafad	['2812']	['2794', '2793']	['×2']	['×1', '×1']
841	2018-01-14 08:12:56	1	Bafad	['2812']	['2793']	['×1']	['×1']
842	2018-01-14 08:12:56	4	Bafad	['8334']	['2794']	['×1']	['×2']
843	2018-01-14 08:12:56	1	Bafad	['8341']	['2793']	['×2']	['×1']
844	2018-01-14 08:12:56	1	Bafad	['8338']	['2794', '2793']	['×1']	['×1', '×1']
845	2018-01-14 08:12:56	3	Bafad	['8346']	['2793']	['×1']	['×1']
846	2018-01-14 08:12:56	1	Bafad	['3152']	['2793']	['×3']	['×1']
847	2018-01-14 08:12:15	1	Parcheesi	['9019']	['2793']	['×1']	['×2']
